,ITAU UNIBANCO ACOES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Close
2022-01-04,2.7628880850833597,102.76288808508336
2022-01-05,-1.8757050437889444,100.83535941012826
2022-01-06,1.9752242680025625,102.82708389992472
2022-01-07,2.1626397678311537,105.0508633084456
2022-01-10,0.8930135634324321,105.98898176629288
2022-01-11,2.1874074869228988,108.30739268876212
2022-01-12,-0.4174470173884392,107.8552667083717
2022-01-13,1.7980427579796343,109.7945505205212
2022-01-14,-0.7464212604633369,108.97502065260586
2022-01-17,-0.0150725162282205,108.9585953749333
2022-01-18,0.5739891653864015,109.58400590714263
2022-01-19,-0.6652473299824768,108.85500123375752
2022-01-20,-0.7975936739389677,107.98678063015089
2022-01-21,0.0297066830776904,108.0188599208385
2022-01-24,-0.1438605544848203,107.86346339000819
2022-01-25,3.5426627370813035,111.68470211445134
2022-01-26,1.053657587787682,112.86147645267833
2022-01-27,0.3591948944415168,113.26686911388767
2022-01-28,1.3081311461583534,114.74854830704484
2022-01-31,2.1274588710429088,117.18977647739602
2022-02-01,0.6842722857129058,117.99167363951975
2022-02-02,-1.5586235411993776,116.15262763751905
2022-02-03,1.1194561605258446,117.4529053832199
2022-02-04,0.3004100086008598,117.80574566638359
2022-02-07,-0.5525418909118063,117.1548195716758
2022-02-08,1.0739032901352807,118.41294903360809
2022-02-09,-3.913358286790225,113.7790260799687
2022-02-10,1.8672103150197072,115.90351979126284
2022-02-11,5.777528695355172,122.5998789061297
2022-02-14,-0.2319696696630679,122.31548437202383
2022-02-15,0.921425762514283,123.44253075657178
2022-02-16,-1.0349129841553673,122.16500797780203
2022-02-17,-1.3935200349608934,120.46261411591979
2022-02-18,0.360413474052268,120.89677760838916
2022-02-21,-2.4162757041175653,117.9755781439766
2022-02-22,0.8943382234390951,119.03067883364145
2022-02-23,-1.3889910472348,117.37735336117936
2022-02-24,-1.6721722528245997,115.41460182717384
2022-02-25,1.998356459666084,117.72099697818506
2022-03-02,-1.6186371792015877,115.81552115336937
2022-03-03,0.0675127809272257,115.89371143244537
2022-03-04,-1.4981305380787124,114.15747234976308
2022-03-07,-2.1327245532404504,111.72280790760101
2022-03-08,-0.9423252373226498,110.67001569284218
2022-03-09,4.8702783798260985,116.05995354008083
2022-03-10,0.0670956111083365,116.1378246751606
2022-03-11,-1.114368531750276,114.8436213035213
2022-03-14,1.3569907926636704,116.40203867057161
2022-03-15,-0.3723144324860872,115.96865708089304
2022-03-16,1.9401906529290749,118.2186701259039
2022-03-17,2.1715506913829508,120.78584847436669
2022-03-18,0.72352625326364,121.65976579830597
2022-03-21,2.443679912768193,124.63274105704
2022-03-22,1.3565476769168638,126.32344361052708
2022-03-23,-0.4460786532584859,125.7599416945195
2022-03-24,0.6547581157992921,126.58336511918883
2022-03-25,0.1700181960355484,126.79857987304557
2022-03-28,-0.0834532304085033,126.6927623620294
2022-03-29,1.1523343429640898,128.15268657277696
2022-03-30,0.2056109227720925,128.41618249419648
2022-03-31,-1.2603108130452625,126.79773946052218
2022-04-01,0.2794279669762201,127.15204780606852
2022-04-04,-0.9118653433984768,125.99259234870352
2022-04-05,-2.022985291409529,123.44378073722369
2022-04-06,-0.0523488018462914,123.379159397054
2022-04-07,-0.081592916531159,123.27849074251031
2022-04-08,-0.1997392641709838,123.03225519222013
2022-04-11,-0.3921675099572086,122.54976266058861
2022-04-12,-1.7702348015461222,120.38034411275869
2022-04-13,0.2584719635221777,120.69149355188169
2022-04-14,0.627601546243084,121.44895523159717
2022-04-18,0.5509058761497654,122.11802466249054
2022-04-19,-1.7857186413911763,119.93734033159377
2022-04-20,0.6315522727850187,120.69480733037585
2022-04-22,-1.9652306699028956,118.3228759597391
2022-04-25,-0.4018647748296411,117.84737800069153
2022-04-26,-3.4052803686644206,113.83434437264823
2022-04-27,-0.8065440105474719,112.91622028616466
2022-04-28,-0.8184768664203368,111.99202714468618
2022-04-29,-1.7802331028414553,109.99830800491328
2022-05-02,-0.4445550827316125,109.50930493575866
2022-05-03,0.4882633960602733,110.04399878704
2022-05-04,-0.1243003873825809,109.90721367025643
2022-05-05,-2.318433310058099,107.35908821836847
2022-05-06,2.1139951647411115,109.62865415221492
2022-05-09,-1.4415026977018686,108.0483541451565
2022-05-10,-0.5208284873953861,107.48560753660666
2022-05-11,3.3105750720508365,111.04399926575596
2022-05-12,1.560613692031687,112.7769671224769
2022-05-13,1.1696554323713526,114.09606904488861
2022-05-16,1.0375614097140495,115.27988582729907
2022-05-17,0.8623512973819691,116.27400341835123
2022-05-18,-1.4432028836792954,114.59593364804822
2022-05-19,-0.3243260454738661,114.22426918817365
2022-05-20,1.2365273316089498,115.636683496016
2022-05-23,2.5670844197890563,118.60517478160301
2022-05-24,1.4894126939322794,120.37169531046078
2022-05-25,-1.7934551170472046,118.21288298143885
2022-05-26,1.2313917076419711,119.6685466198368
2022-05-27,0.5219922539901889,120.29320716365498
2022-05-30,-0.9289701789567006,119.17571914179402
2022-05-31,0.9066526962137944,120.25622901262527
2022-06-01,-1.383199723679418,118.59284518521535
2022-06-02,0.4172041371020674,119.08761944163513
2022-06-03,-0.9383969739538368,117.97010482444117
2022-06-06,-0.3657875162605406,117.53858490807389
2022-06-07,-0.0140422514738558,117.52207984440228
2022-06-08,-1.9233027886179643,115.26177440551307
2022-06-09,-1.7195697058577375,113.27976785040178
2022-06-10,-2.1957018585687105,110.79248188232819
2022-06-13,-1.2261280487029014,109.43402418611488
2022-06-14,-0.6809010341492949,108.68888678372043
2022-06-15,0.4131580442567006,109.13794366268043
2022-06-17,-1.2870492714023074,107.73328455394643
2022-06-20,4.300408049285243,112.36625539466372
2022-06-21,-1.0676025859752136,111.16663034630677
2022-06-22,-0.7511130569172297,110.33164327084076
2022-06-23,-2.2935861198196794,107.80109201501179
2022-06-24,-0.1759714932496492,107.61139282365355
2022-06-27,0.5961221881687351,108.25288821327277
2022-06-28,-1.1078104023721005,107.05365145677789
2022-06-29,-1.0408419827532156,105.93939210834544
2022-06-30,-1.781455701420398,104.05212876758121
2022-07-01,0.8556288656695221,104.94242881666025
2022-07-04,-0.9684440777512736,103.92612007973696
2022-07-05,0.6860587909570892,104.63911436264462
2022-07-06,-0.9217353520338034,103.67461865350904
2022-07-07,1.4076813401788346,105.13402691479605
2022-07-08,0.0272849114945517,105.1627126409904
2022-07-11,-1.628722340150912,103.4499040466979
2022-07-12,-0.2305016694274853,103.21145029084913
2022-07-13,-0.4129601171466546,102.78522816481927
2022-07-14,-1.1319596508410743,101.62174085496858
2022-07-15,1.782128964689833,103.43277133316701
2022-07-18,1.3097214175583185,104.78745249209162
2022-07-19,3.340403259922442,108.28777597112713
2022-07-20,-1.2716460223798354,106.91073877526671
2022-07-21,0.8008346463822757,107.76691701208229
2022-07-22,-1.0676393181725974,106.61635503407886
2022-07-25,1.4489089977966163,108.16112899529043
2022-07-26,-0.5618057924601128,107.55347350740463
2022-07-27,0.3388909973241594,107.91796254643066
2022-07-28,0.6280185545873396,108.59570737495486
2022-07-29,-0.3422557916810564,108.22403227694706
2022-08-01,-0.5742923096151431,107.60250998242513
2022-08-02,1.0502983625220177,108.73265738280314
2022-08-03,0.7014314020077128,109.49534238592358
2022-08-04,2.4085903810765696,112.13263667035778
2022-08-05,1.854068319059832,114.21165236218935
2022-08-08,1.234083839776834,115.62111990713323
2022-08-09,2.5818385123650422,118.60627050932337
2022-08-10,1.8352634933459733,120.78300809280015
2022-08-11,0.1351884749204668,120.94629279940386
2022-08-12,1.2086591517247225,122.40812123599564
2022-08-15,0.8435288744232938,123.44066908326033
2022-08-16,0.9843494725021884,124.65575665823458
2022-08-17,0.3897609816158276,125.14161615902636
2022-08-18,-0.30201486055077,124.76366988149269
2022-08-19,-1.202847057927725,123.2629537489605
2022-08-22,-1.1239247229003824,121.87757093759866
2022-08-23,0.2649592128392664,122.20049679018254
2022-08-24,0.3974179736449645,122.68614352831017
2022-08-25,1.2125329802033846,124.1737534807306
2022-08-26,-0.6051096021435498,123.42236617507663
2022-08-29,-0.3425435631908669,122.99959080420605
2022-08-30,-0.4672707445476654,122.42484970046466
2022-08-31,-2.493649263467501,119.37200333760784
2022-09-01,1.5194130864754962,121.18575717790742
2022-09-02,1.3525842970336877,122.82489669973717
2022-09-05,1.601931417177238,124.79246730808575
2022-09-06,-0.946420510297208,123.61140580217608
2022-09-08,-0.7146427448946113,122.7280258587486
2022-09-09,0.7891180886452798,123.69649491063724
2022-09-12,1.1813478569896896,125.15778080243541
2022-09-13,-1.0187833613620856,123.88269415617017
2022-09-14,-0.3831551039666259,123.40803129057944
2022-09-15,0.2449585404879384,123.71032980287374
2022-09-16,-0.3497606963861144,123.27763969185365
2022-09-19,3.723318672684517,127.86765906974517
2022-09-20,3.289582824795123,132.0739716209711
2022-09-21,-1.0575590918366573,130.67721132614375
2022-09-22,2.00128249714584,133.29243148417214
2022-09-23,-1.9861437031624685,130.6450522494571
2022-09-26,-1.8162664153263288,128.27219004216468
2022-09-27,-0.9456555926892762,127.05917690316593
2022-09-28,-0.0475478906432069,126.99876294467985
2022-09-29,1.4621502632524042,128.85567569140278
2022-09-30,0.4657910125314579,129.45587384791003
2022-10-03,6.059356117682424,137.3000662596126
2022-10-04,0.1540591548103931,137.51158958124628
2022-10-05,-0.0053379587390489,137.50424926933303
2022-10-06,-1.805011055773453,135.02228236786328
2022-10-07,0.1827053918004084,135.26897535788135
2022-10-10,-1.061489575639707,133.8331092853828
2022-10-11,-0.7034295199708662,132.89168768717454
2022-10-13,-0.6005597817229091,132.09359365767256
2022-10-14,0.007517925036593,132.10352435502188
2022-10-17,0.7955235027820917,133.15443893926954
2022-10-18,2.4392430247850205,136.4023993032873
2022-10-19,0.0248907660756136,136.4363509054194
2022-10-20,1.5346369813435068,138.53015360240957
2022-10-21,3.306506755164884,143.11066248921352
2022-10-24,-4.5416055121792365,136.61114075308717
2022-10-25,-0.8241155378368004,135.48530711572488
2022-10-26,-2.1491084670193006,132.57358090893374
2022-10-27,1.8270181304376851,134.99572426831043
2022-10-28,0.7672701082748201,136.03150610807026
2022-10-31,2.881945751908388,139.95186031960878
2022-11-01,0.2463346911373731,140.2966103024681
2022-11-03,-0.7266331417096206,139.27716863531518
2022-11-04,0.3558171962182443,139.7727407517255
2022-11-07,-2.281875547470291,136.58330075848284
2022-11-08,-0.3070792970402913,136.16388171863926
2022-11-09,-4.786843779451589,129.64592941673075
2022-11-10,-1.9039779251600164,127.17749953976767
2022-11-11,-3.184660309982479,123.12732818869654
2022-11-14,-0.3018105522756276,122.75571691948801
2022-11-16,-1.4466580745173596,120.97986142874056
2022-11-17,0.5878239224261339,121.69100999553669
2022-11-18,0.771339119087,122.62966036004434
2022-11-21,0.2927164673735438,122.98861756980244
2022-11-22,-1.6519954962798122,120.95685114661251
2022-11-23,-1.0314798788403357,119.70920556495635
2022-11-24,3.5574887565045232,123.96784709343056
2022-11-25,-3.532295709025824,119.58893614997763
2022-11-28,-1.807244456139168,117.42767173125135
2022-11-29,0.8588313566529449,118.43617739746682
2022-11-30,0.9990323513341616,119.61939312535104
2022-12-01,-0.0311043802526778,119.58218625445738
2022-12-02,1.3276250712854545,121.16978933996283
2022-12-05,-2.926764749483024,117.62343465853796
2022-12-06,2.281017953337905,120.30644632043189
2022-12-07,-0.738983468094967,119.41740157107135
2022-12-08,-3.499155197857129,115.23880135685128
2022-12-09,-0.9354020243496296,114.16085527612304
2022-12-12,-0.9460375510429108,113.08085071661917
2022-12-13,-3.6943386657343313,108.90326112505379
2022-12-14,0.4090967479448482,109.34878082472227
2022-12-15,0.5299036296966042,109.92822398334145
2022-12-16,1.0597805391113324,111.09322190810762
2022-12-19,2.915792410449769,114.33246964102834
2022-12-20,1.0417711006601271,115.52355226841959
2022-12-21,0.3826092497713151,115.96555606506297
2022-12-22,0.1856034131396899,116.18079209518615
2022-12-23,1.533032629719333,117.96188154747173
2022-12-26,-1.949441085310355,115.66228416358018
2022-12-27,-0.565329365864442,115.00841130597388
2022-12-28,1.9751764829721847,117.2800303995294
2022-12-29,-0.2086717181156605,117.03530014508813
2022-12-30,-0.0116438789169559,117.02167269644914
2023-01-02,-1.9488405105085536,114.74110693286602
2023-01-03,-2.0479831363943823,112.39122841236868
2023-01-04,0.2823064099092054,112.70851605435249
2023-01-05,3.0305298433013883,116.12418126932178
2023-01-06,1.6826003894156782,118.07808719556516
2023-01-09,0.6838543892740523,118.88556937762287
2023-01-10,1.8764088121458355,121.11634867779433
2023-01-11,1.6849942552173314,123.15715219514416
2023-01-12,-1.3809853137935368,121.45637001044287
2023-01-13,-0.5044987221114572,120.84362417581723
2023-01-16,-1.0772591501025608,119.54182517706768
2023-01-17,2.020297842714047,121.95692609226097
2023-01-18,1.7454401352880788,124.08561122803891
2023-01-19,-0.0074415554977003,124.07637732841472
2023-01-20,-1.739567328797198,121.91798520565449
2023-01-23,-2.9937128221988907,118.26811084998626
2023-01-24,0.8820382906054025,119.31128087325878
2023-01-25,0.3401473362510954,119.71711501699623
2023-01-26,-0.582503368038445,119.01975878990378
2023-01-27,-2.089121047712561,116.53329195808718
2023-01-30,0.0277881770435417,116.56567443557115
2023-01-31,1.5143178414694258,118.33084924057817
2023-02-01,-1.296574425223107,116.79660171217553
2023-02-02,0.8685541614003922,117.81104345672087
2023-02-03,-0.3689903285588491,117.37633210039131
2023-02-06,0.0281867678804559,117.40941669466704
2023-02-07,-2.260952049243892,114.75484608190366
2023-02-08,8.029727112119112,123.96934707021283
2023-02-09,-2.4399399689306933,120.9445694218243
2023-02-10,-0.4619417659416869,120.38587594202656
2023-02-13,3.422770264254771,124.50640790613288
2023-02-14,-1.2221902430098908,122.98470273678203
2023-02-15,1.4385972317864535,124.75395726587418
2023-02-16,0.7177804723070391,125.64941680955889
2023-02-17,-0.3428982998211594,125.21856709558371
2023-02-22,-1.836623946990512,122.91877290622784
2023-02-23,0.3596507296025786,123.36085116980362
2023-02-24,-3.0010090893062613,119.65878081355224
2023-02-27,-1.2631956180686357,118.1472563376811
2023-02-28,0.3262871809813994,118.53275568979218
2023-03-01,-1.5890011098744328,116.64926888631663
2023-03-02,-3.201053952408195,112.91526285417594
2023-03-03,0.1119914936586585,113.04171834361493
2023-03-06,2.198245901642415,115.5266532842496
2023-03-07,0.2589028113966884,115.82575503751504
2023-03-08,1.2181903406564,117.23673319737439
2023-03-09,-1.8783443304152605,115.03462366619745
2023-03-10,-2.345154938002048,112.33688350887755
2023-03-13,-1.182386402887825,111.00862747284064
2023-03-14,-0.3457124587534776,110.6248568173758
2023-03-15,-0.2636914153640091,110.33314856668966
2023-03-16,1.6296618904743545,112.13120584144146
2023-03-17,-2.870154171580064,108.9128673593403
2023-03-20,0.2349636177803926,109.16877297271617
2023-03-21,2.023104897391814,111.37737176514975
2023-03-22,-0.5992950088517857,110.70989273517091
2023-03-23,-2.4962594496281576,107.94628657609601
2023-03-24,1.419926741688382,109.47904476584958
2023-03-27,1.6842319345105938,111.32292579939316
2023-03-28,0.4566574835704218,111.83129027098563
2023-03-29,0.93880941799247,112.88117295631214
2023-03-30,2.7082428513180323,115.93826925338541
2023-03-31,0.4569492344081771,116.46804828712484
2023-04-03,-2.758672091745784,113.25507674322692
2023-04-04,1.9466488423693693,115.4597553835735
2023-04-05,-0.0983057359524197,115.34625182131481
2023-04-06,-0.3329977624147662,114.96215138372052
2023-04-10,1.0397248091549738,116.15744139279536
2023-04-11,3.199409358127569,119.87379344287801
2023-04-12,0.6472664803092387,120.64969632650889
2023-04-13,-0.0147161947887997,120.63194128218538
2023-04-14,1.4025566030763992,122.32387254005792
2023-04-17,-0.2026764598401342,122.07595084565438
2023-04-18,-0.0864812710620555,121.97037801170197
2023-04-19,-1.5801813335138193,120.04302486594482
2023-04-20,0.2607756903689973,120.35606789277881
2023-04-24,-0.8972351131206868,119.27619099087343
2023-04-25,0.8725813204808253,120.31697275324082
2023-04-26,-1.0157011461701115,119.09491188194897
2023-04-27,1.736434572462331,121.16291710591068
2023-04-28,0.4920632753501852,121.75911532433186
2023-05-02,-3.821582287030045,117.1059905402527
2023-05-03,-0.1700061141155284,116.90690319633872
2023-05-04,0.7797000005187016,117.81842632116697
2023-05-05,3.6466431216647166,122.11484386066141
2023-05-08,1.3520286178911656,123.76587149635067
2023-05-09,0.5918255291395003,124.49834952022806
2023-05-10,1.4330139914241036,126.28242828794501
2023-05-11,0.9419764509888796,127.47197902415436
2023-05-12,-0.914346164087021,126.3064438736612
2023-05-15,0.3567256586894274,126.7570113675367
2023-05-16,-0.3456551630257154,126.31886921324772
2023-05-17,0.9818675556560352,127.55915320672418
2023-05-18,-0.3686759772911552,127.08887325201496
2023-05-19,-0.8057103400407328,126.06490505918222
2023-05-22,-1.8792966531731792,123.69577151757906
2023-05-23,0.7680315319198883,124.64579404648565
2023-05-24,-0.5738768816219597,123.93048065053874
2023-05-25,3.0821409973376346,127.75019280286658
2023-05-26,-0.7631631190176513,126.77525044692116
2023-05-29,-0.4518355117513306,126.20243484529028
2023-05-30,-1.4088342428326128,124.42445172790131
2023-05-31,-0.7920175303186117,123.43898825821351
2023-06-01,1.4477511397585685,125.22607761762825
2023-06-02,1.4323489148539092,127.01975198149846
2023-06-05,0.2056860522637205,127.28101389494437
2023-06-06,0.6867090965553047,128.15506419554876
2023-06-07,0.2807642302236734,128.51487777503004
2023-06-09,1.357289346613233,130.25919651988355
2023-06-12,-1.0685525989758582,128.86730849006526
2023-06-13,1.0895708331247311,130.27140909680588
2023-06-14,1.3440511617871964,132.02232348424806
2023-06-15,1.2778790311153587,133.70940907244454
2023-06-16,0.29440175213713,134.103051915526
2023-06-19,1.332461306555155,135.88992319320997
2023-06-20,-0.060048456023487,135.80832339244094
2023-06-21,0.940974512344317,137.08624510120595
2023-06-22,-0.9592585742082104,135.77123354101255
2023-06-23,-0.3165397649014911,135.34146359755798
2023-06-26,-0.15292052860435,135.13449871600372
2023-06-27,-1.1045955512544947,133.64180905497668
2023-06-28,-0.5667809841883309,132.8843526943278
2023-06-29,1.1748435764107557,134.4455359760121
2023-06-30,-0.2540457898812964,134.1039827521817
2023-07-03,1.9048435743081795,136.658453850528
2023-07-04,-0.6194762633480955,135.81188716706546
2023-07-05,0.8365908785600729,136.94807702710543
2023-07-06,-1.4650961987773714,134.9416559562826
2023-07-07,1.8308693173325616,137.41226133148666
2023-07-10,-0.6510901081350329,136.5175836905927
2023-07-11,-1.726989515931043,134.15993933285375
2023-07-12,-0.5918574394352283,133.36590375117046
2023-07-13,1.06461973029508,134.78574347599178
2023-07-14,-1.042627593753365,133.38043012206546
2023-07-17,1.8827233740559723,135.89161465638998
2023-07-18,-1.9039440983662947,133.30431427896497
2023-07-19,-1.0448814538928763,131.91144222182498
2023-07-20,1.7988780928506198,134.2843682579167
2023-07-21,1.7429437517101798,136.62486926399154
2023-07-24,-1.5487268040295876,134.50892329272972
2023-07-25,0.197175988407805,134.77414259172886
2023-07-26,0.5358251232115308,135.49629630732827
2023-07-27,-2.194538068245921,132.52277850380065
2023-07-28,1.442772586815111,134.4347808233392
2023-07-31,0.3394261246578933,134.8910875900802
2023-08-01,0.2810655886610558,135.27022001946654
2023-08-02,-0.3186440904566212,134.83918945722684
2023-08-03,-0.7602555565724312,133.81406702694105
2023-08-04,-1.7982557362567264,131.40774789071065
2023-08-07,-0.7792296948003097,130.3837796978779
2023-08-08,-0.2245259873215888,130.09103422920404
2023-08-09,-0.3684351458262735,129.61173313753477
2023-08-10,0.3050142889780227,130.0070674437963
2023-08-11,0.1630246201707708,130.21901097169172
2023-08-14,-1.4264005228753374,128.3615663183084
2023-08-15,-0.5518692172017392,127.65317834707966
2023-08-16,-0.0869030090166811,127.54224389399062
2023-08-17,-1.1649735325416688,126.05641050981588
2023-08-18,0.7536445040738249,127.00642771965585
2023-08-21,-0.4154525220271488,126.47877631255795
2023-08-22,1.520229849151189,128.40154442290262
2023-08-23,1.2129935777600132,129.9590469104971
2023-08-24,-1.146313099762819,128.46930933143517
2023-08-25,-1.5522135832641617,126.47519126166698
2023-08-28,3.291558343900669,130.6381959726047
2023-08-29,1.569020097058038,132.68793552184894
2023-08-30,-1.915438954292692,130.14637911721667
2023-08-31,-0.8819719617925492,128.9985245441146
2023-09-01,0.8586432398549393,130.10616165462525
2023-09-04,-0.9064470370951704,128.92681820722865
2023-09-05,-1.4958609230881437,126.99825231428582
2023-09-06,-0.974035016944408,125.76124486583727
2023-09-08,0.1316726640917531,125.92683804734708
2023-09-11,2.51440657190074,129.09315073899637
2023-09-12,0.5714447466753647,129.83084676721208
2023-09-13,0.4913641626875797,130.46878902033998
2023-09-14,-0.3972723661345712,129.95047257513176
2023-09-15,-0.2307062560959694,129.65066870507465
2023-09-18,-0.2665140166015711,129.30513150035796
2023-09-19,-0.3061406536581268,128.90927592556926
2023-09-20,1.6555837371069917,131.04347693341538
2023-09-21,-2.2662543525261536,128.07369843371023
2023-09-22,-0.2668095010978311,127.7319856378817
2023-09-25,0.2792164649057627,128.08863437273374
2023-09-26,-1.477806021302408,126.19573282136945
2023-09-27,-0.1961756641102319,125.94816750442835
2023-09-28,2.5860710982252177,129.20527666300467
2023-09-29,-0.1507597391754989,129.01048712490655
2023-10-02,-0.9309630145886704,127.80944720483299
2023-10-03,-1.258736066781907,126.20066359611118
2023-10-04,2.236398645002313,129.02301352675855
2023-10-05,1.534400678212533,131.00274352136339
2023-10-06,0.9161595827860358,132.20293770984696
2023-10-09,-0.8492010935468142,131.08026891711393
2023-10-10,-0.1093027800628143,130.9369945390737
2023-10-11,1.232720152014899,132.5510812571995
2023-10-13,-1.0377693184375092,131.17550680465513
2023-10-16,0.1352154828986318,131.35287639962576
2023-10-17,-1.466742510130603,129.42626792319314
2023-10-18,-2.0708422454481235,126.74605409033278
2023-10-19,1.1243660828632596,128.171143733892
2023-10-20,-0.3807018333082168,127.68319383992495
2023-10-23,0.0950726046094363,127.80458557795708
2023-10-24,-0.0053854657516283,127.79770270577177
2023-10-25,0.1632000546067047,128.0062686263737
2023-10-26,2.4333080925510675,131.1210555198319
2023-10-27,-1.4751082505717994,129.18687801162204
2023-10-30,-0.8100666066659934,128.14037825265555
2023-10-31,-0.9469147595319138,126.92699809806113
2023-11-01,1.3805091598186214,128.67923693308768
2023-11-03,2.7094042506737197,132.16567764828727
2023-11-06,0.90144968924879,133.35708473874132
2023-11-07,2.7397261913118864,137.0107037172986
2023-11-08,0.4268663932724958,137.5955563666539
2023-11-09,0.4247311339545367,138.17996753348106
2023-11-10,1.1720772726831807,139.79954352834199
2023-11-13,-0.6762313536714748,138.85417518271373
2023-11-14,1.4746338334024944,140.90176582905
2023-11-16,1.5755489385367527,143.12174210494913
2023-11-17,0.4423297109216184,143.75481209306795
2023-11-20,0.9622507656702028,145.13809387312125
2023-11-21,-0.1736250578310505,144.88609777369916
2023-11-22,0.5979366062082825,145.75242478959484
2023-11-23,-0.1360162149458221,145.55417785820427
2023-11-24,-0.5592186608622929,144.7402117339565
2023-11-27,-0.2668643178064589,144.35395175532105
2023-11-28,0.9554860294404,145.7332335972883
2023-11-29,0.6530995823386121,146.68501673724074
2023-11-30,1.5113131458911244,148.90188667824327
2023-12-01,-0.2327142527888681,148.55537076527148
2023-12-04,0.1073334870095976,148.71482042485388
2023-12-05,0.7967646988236377,149.8997276159181
2023-12-06,-0.880706319392599,148.57955124205242
2023-12-07,1.0705539908012485,150.1701755573888
2023-12-08,1.2260829124520978,152.01138641949726
2023-12-11,-0.6821296913146369,150.97447161855084
2023-12-12,-0.5050374088735654,150.21199405902794
2023-12-13,2.9627845207832904,154.66245176736874
2023-12-14,0.8020568565708874,155.90293256630957
2023-12-15,-0.4309045262563149,155.23113977331502
2023-12-18,0.4698411514894696,155.9604795478962
2023-12-19,0.0513624626479414,156.04058469094954
2023-12-20,-1.0259787911706342,154.43964138640175
2023-12-21,0.6551793756398805,155.45149806457763
2023-12-22,1.5384529052773432,157.84304615284927
2023-12-26,0.9860605671746514,159.3994741889898
2023-12-27,0.6576476934312181,160.44776115433518
2023-12-28,0.247375686092921,160.84466990431144
2023-12-29,-0.0113097983264753,160.82647869652638
